review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
aplikasi yang baik untuk berinvestasi reksa dana karena mudah dipahami,5,2020,3,18,aplikasi yang baik untuk berinvestasi reksa dana karena mudah dipahami,"['aplikasi', 'berinvestasi', 'reksa', 'dana', 'mudah', 'dipahami']",1,"['aplikasi', 'investasi', 'reksa', 'dana', 'mudah', 'paham']",aplikasi investasi reksa dana mudah paham
"saya tidak mengerti apa yg salah dari saya mendaftar di bareksa. saya sudah menunggu berbulan-bulan tapi akun saya belum aktif hingga sekarang. saya sering menerima email dari bareksa dan saya pikir akun saya sudah diaktifkan, ternyata belum. tolong maslah ini ditindaklanjuti. karena ini membuat saya hampir kehilangan minat untuk berinvestasi di bareksa. terima kasih",3,2020,3,18,"saya tidak mengerti apa yg salah dari saya mendaftar di bareksa. saya sudah menunggu berbulan-bulan tapi akun saya belum aktif hingga sekarang. saya sering menerima email dari bareksa dan saya pikir akun saya sudah diaktifkan, ternyata belum. tolong maslah ini ditindaklanjuti. karena ini membuat saya hampir kehilangan minat untuk berinvestasi di bareksa. terima kasih","['mengerti', 'yg', 'salah', 'mendaftar', 'menunggu', 'berbulan', 'akun', 'aktif', 'menerima', 'email', 'pikir', 'akun', 'diaktifkan', 'tolong', 'maslah', 'ditindaklanjuti', 'kehilangan', 'minat', 'berinvestasi', 'terima', 'kasih']",0,"['erti', 'yg', 'salah', 'daftar', 'tunggu', 'bulan', 'akun', 'aktif', 'terima', 'email', 'pikir', 'akun', 'aktif', 'tolong', 'mas', 'ditindaklanjuti', 'hilang', 'minat', 'investasi', 'terima', 'kasih']",erti salah daftar tunggu bulan akun aktif terima email pikir akun aktif tolong ditindaklanjuti hilang minat investasi terima kasih
"saya pake yang di bukalapak, bisa ga sih dipindahin portofolio nya ke aplikasinya bareksa langsung?",5,2020,3,18,"saya pake yang di bukalapak, bisa ga sih dipindahin portofolio nya ke aplikasinya bareksa langsung?","['pake', 'bukalapak', 'ga', 'sih', 'dipindahin', 'portofolio', 'nya', 'aplikasinya', 'langsung']",1,"['pake', 'bukalapak', 'ga', 'sih', 'dipindahin', 'portofolio', 'nya', 'aplikasi', 'langsung']",pake bukalapak dipindahin portofolio aplikasi langsung
grafik pergerakan harga agar di cantumkan,3,2020,3,18,grafik pergerakan harga agar di cantumkan,"['grafik', 'pergerakan', 'harga', 'cantumkan']",0,"['grafik', 'gera', 'harga', 'cantum']",grafik gera harga cantum
"om ini produk yg lagi minus sma yg profit warna ga bisa dibedain kah, masak hijau semua. profit hijau minus merah gitu kan enak diliatnya om",2,2020,3,20,"om ini produk yg lagi minus sma yg profit warna ga bisa dibedain kah, masak hijau semua. profit hijau minus merah gitu kan enak diliatnya om","['om', 'produk', 'yg', 'minus', 'sma', 'yg', 'profit', 'warna', 'ga', 'dibedain', 'kah', 'masak', 'hijau', 'profit', 'hijau', 'minus', 'merah', 'gitu', 'enak', 'diliatnya', 'om']",-1,"['om', 'produk', 'yg', 'minus', 'sma', 'yg', 'profit', 'warna', 'ga', 'dibedain', 'kah', 'masak', 'hijau', 'profit', 'hijau', 'minus', 'merah', 'gitu', 'enak', 'liat', 'om']",produk minus profit warna dibedain masak hijau profit hijau minus merah gitu enak liat
love it!,5,2020,3,20,love it!,"['love', 'it']",1,"['love', 'it']",love
aplikasi saya kenapa tidak ada bareksa emasnya yah...katanya per hari ini bisa ...disuruh update gak ada update aplikasi terbarunya,5,2020,3,20,aplikasi saya kenapa tidak ada bareksa emasnya yah...katanya per hari ini bisa ...disuruh update gak ada update aplikasi terbarunya,"['aplikasi', 'emasnya', 'yah', 'disuruh', 'update', 'gak', 'update', 'aplikasi', 'terbarunya']",1,"['aplikasi', 'emas', 'yah', 'suruh', 'update', 'gak', 'update', 'aplikasi', 'baru']",aplikasi emas suruh update update aplikasi baru
"mantap aplikasinya, saya bisa monitor perkembangan investasi. saya juga dapat update informasi investasi. oh ya, untuk produk emas ada bug. tolong diperbaiki.",5,2020,3,21,"mantap aplikasinya, saya bisa monitor perkembangan investasi. saya juga dapat update informasi investasi. oh ya, untuk produk emas ada bug. tolong diperbaiki.","['mantap', 'aplikasinya', 'monitor', 'perkembangan', 'investasi', 'update', 'informasi', 'investasi', 'oh', 'ya', 'produk', 'emas', 'bug', 'tolong', 'diperbaiki']",1,"['mantap', 'aplikasi', 'monitor', 'kembang', 'investasi', 'update', 'informasi', 'investasi', 'oh', 'ya', 'produk', 'emas', 'bug', 'tolong', 'baik']",mantap aplikasi monitor kembang investasi update informasi investasi produk emas tolong baik
"mau daftar saja kok susah sekali, padahal sudah tahap tanda tangan, gak berhasil berhasil",1,2020,3,21,"mau daftar saja kok susah sekali, padahal sudah tahap tanda tangan, gak berhasil berhasil","['daftar', 'susah', 'tahap', 'tanda', 'tangan', 'gak', 'berhasil', 'berhasil']",-1,"['daftar', 'susah', 'tahap', 'tanda', 'tangan', 'gak', 'hasil', 'hasil']",daftar susah tahap tanda tangan hasil hasil
bareksa paling mengakomodir kebutuhan sy dg fitur2 nya... sdh compare bibit . ajaib. toped. bareksa tenang taruh uang ada layanan telfon. wam chat. kantor fisik,5,2020,3,22,bareksa paling mengakomodir kebutuhan sy dg fitur2 nya... sdh compare bibit . ajaib. toped. bareksa tenang taruh uang ada layanan telfon. wam chat. kantor fisik,"['mengakomodir', 'kebutuhan', 'sy', 'dg', 'fitur2', 'nya', 'sdh', 'compare', 'bibit', 'ajaib', 'toped', 'tenang', 'taruh', 'uang', 'layanan', 'telfon', 'wam', 'chat', 'kantor', 'fisik']",1,"['mengakomodir', 'butuh', 'sy', 'dg', 'fitur2', 'nya', 'sdh', 'compare', 'bibit', 'ajaib', 'toped', 'tenang', 'taruh', 'uang', 'layan', 'telfon', 'wam', 'chat', 'kantor', 'fisik']",mengakomodir butuh fitur2 compare bibit ajaib toped tenang taruh uang layan telfon chat kantor fisik
saya ingin membeli saham... tapi gimana ya cara beli nya..?,3,2020,3,22,saya ingin membeli saham... tapi gimana ya cara beli nya..?,"['membeli', 'saham', 'gimana', 'ya', 'beli', 'nya']",0,"['beli', 'saham', 'gimana', 'ya', 'beli', 'nya']",beli saham gimana beli
app yg kerennn 👍,5,2020,3,22,app yg kerennn 👍,"['app', 'yg', 'kerennn']",1,"['app', 'yg', 'kerennn']",kerennn
mudah,1,2020,3,22,mudah,['mudah'],-1,['mudah'],mudah
"ok trimakasih bareksa,,,,,semoga makin maju",5,2020,3,23,"ok trimakasih bareksa,,,,,semoga makin maju","['ok', 'trimakasih', 'semoga', 'maju']",1,"['ok', 'trimakasih', 'moga', 'maju']",trimakasih moga maju
"mudah untuk beli reksadana, lancar dalam penjualan",5,2020,3,24,"mudah untuk beli reksadana, lancar dalam penjualan","['mudah', 'beli', 'reksadana', 'lancar', 'penjualan']",1,"['mudah', 'beli', 'reksadana', 'lancar', 'jual']",mudah beli reksadana lancar jual
tidak bisa membayar dengan menggunakan ovo. sehingga ovo tidak dapat menerima notifikasi.. entah knp,3,2020,3,25,tidak bisa membayar dengan menggunakan ovo. sehingga ovo tidak dapat menerima notifikasi.. entah knp,"['membayar', 'ovo', 'ovo', 'menerima', 'notifikasi', 'knp']",0,"['bayar', 'ovo', 'ovo', 'terima', 'notifikasi', 'knp']",bayar terima notifikasi
beli emas nya ga bisa di buka .,5,2020,3,25,beli emas nya ga bisa di buka .,"['beli', 'emas', 'nya', 'ga', 'buka']",1,"['beli', 'emas', 'nya', 'ga', 'buka']",beli emas buka
proses jual - beli cepat... cepat approval & cepat cair. gak ribet kyk aplikasi invest lain... selama ini menurut sy bareksa yg terbaik dr pada aplikasi lain... 😍👍,5,2020,3,26,proses jual - beli cepat... cepat approval & cepat cair. gak ribet kyk aplikasi invest lain... selama ini menurut sy bareksa yg terbaik dr pada aplikasi lain... 😍👍,"['proses', 'jual', 'beli', 'cepat', 'cepat', 'approval', 'cepat', 'cair', 'gak', 'ribet', 'kyk', 'aplikasi', 'invest', 'sy', 'yg', 'terbaik', 'dr', 'aplikasi']",1,"['proses', 'jual', 'beli', 'cepat', 'cepat', 'approval', 'cepat', 'cair', 'gak', 'ribet', 'kyk', 'aplikasi', 'invest', 'sy', 'yg', 'baik', 'dr', 'aplikasi']",proses jual beli cepat cepat approval cepat cair ribet aplikasi invest baik aplikasi
bareksa is a very user-friendly investment app. we are only taps away from being an actual investor. keep up the good work,5,2020,3,26,bareksa is a very user-friendly investment app. we are only taps away from being an actual investor. keep up the good work,"['is', 'a', 'very', 'user', 'friendly', 'investment', 'app', 'we', 'are', 'only', 'taps', 'away', 'from', 'being', 'an', 'actual', 'investor', 'keep', 'up', 'the', 'good', 'work']",1,"['is', 'a', 'very', 'user', 'friendly', 'investment', 'app', 'we', 'are', 'only', 'taps', 'away', 'from', 'being', 'an', 'actual', 'investor', 'keep', 'up', 'the', 'good', 'work']",very user friendly investment only taps away from being actual investor keep good work
mantapppppppppppp,5,2020,3,27,mantapppppppppppp,['mantapppppppppppp'],1,['mantapppppppppppp'],mantapppppppppppp
siapa itu tukijem? 😯 tolong di clear kan kendala pada aplikasi ini. jangan buat kami harus lewat web di pencarian google karena terlalu lama. kami ingin yg cepat mudah dan sederhana. aplikasi ini semoga lebih membantu dan jadi yg terbaik,4,2020,3,27,siapa itu tukijem? 😯 tolong di clear kan kendala pada aplikasi ini. jangan buat kami harus lewat web di pencarian google karena terlalu lama. kami ingin yg cepat mudah dan sederhana. aplikasi ini semoga lebih membantu dan jadi yg terbaik,"['tukijem', 'tolong', 'clear', 'kendala', 'aplikasi', 'web', 'pencarian', 'google', 'yg', 'cepat', 'mudah', 'sederhana', 'aplikasi', 'semoga', 'membantu', 'yg', 'terbaik']",1,"['tukijem', 'tolong', 'clear', 'kendala', 'aplikasi', 'web', 'cari', 'google', 'yg', 'cepat', 'mudah', 'sederhana', 'aplikasi', 'moga', 'bantu', 'yg', 'baik']",tukijem tolong clear kendala aplikasi cari google cepat mudah sederhana aplikasi moga bantu baik
"mohon bantuan nya, aplikasi nya gk bisa di login padahal sudah di klik lupa password dan sampai sekarang blm ad balasan masuk di email saya terima kasih",1,2020,3,28,"mohon bantuan nya, aplikasi nya gk bisa di login padahal sudah di klik lupa password dan sampai sekarang blm ad balasan masuk di email saya terima kasih","['mohon', 'bantuan', 'nya', 'aplikasi', 'nya', 'gk', 'login', 'klik', 'lupa', 'password', 'blm', 'ad', 'balasan', 'masuk', 'email', 'terima', 'kasih']",-1,"['mohon', 'bantu', 'nya', 'aplikasi', 'nya', 'gk', 'login', 'klik', 'lupa', 'password', 'blm', 'ad', 'balas', 'masuk', 'email', 'terima', 'kasih']",mohon bantu aplikasi login klik lupa password balas masuk email terima kasih
apaan ini saya naro uang sekitar 309an ehhh pas ditarik yg kejual cuman 241an... wahhh gila si ini... kapok saya..... sama tambahan lagi sampai skrg danannya blm masuk jga.. apa bangkrut kah??,1,2020,3,28,apaan ini saya naro uang sekitar 309an ehhh pas ditarik yg kejual cuman 241an... wahhh gila si ini... kapok saya..... sama tambahan lagi sampai skrg danannya blm masuk jga.. apa bangkrut kah??,"['naro', 'uang', '309an', 'ehhh', 'pas', 'ditarik', 'yg', 'kejual', 'cuman', '241an', 'wahhh', 'gila', 'si', 'kapok', 'tambahan', 'skrg', 'danannya', 'blm', 'masuk', 'jga', 'bangkrut', 'kah']",-1,"['naro', 'uang', '309an', 'ehhh', 'pas', 'tarik', 'yg', 'jual', 'cuman', '241an', 'wahhh', 'gila', 'si', 'kapok', 'tambah', 'skrg', 'dan', 'blm', 'masuk', 'jga', 'bangkrut', 'kah']",naro uang 309an ehhh tarik jual cuman 241an wahhh gila kapok tambah skrg masuk bangkrut
saya ga jadi investasi di apl nya mending ke tokopedia aja mudah cukup ktp ttd ndak ribet bye ..ditoped baru mulai 100ribu tapi saya akan invest setiap 2/3 hari 100ribu,3,2020,3,28,saya ga jadi investasi di apl nya mending ke tokopedia aja mudah cukup ktp ttd ndak ribet bye ..ditoped baru mulai 100ribu tapi saya akan invest setiap 2/3 hari 100ribu,"['ga', 'investasi', 'apl', 'nya', 'mending', 'tokopedia', 'aja', 'mudah', 'ktp', 'ttd', 'ndak', 'ribet', 'bye', 'ditoped', '100ribu', 'invest', '2', '3', '100ribu']",0,"['ga', 'investasi', 'apl', 'nya', 'mending', 'tokopedia', 'aja', 'mudah', 'ktp', 'ttd', 'ndak', 'ribet', 'bye', 'ditoped', '100ribu', 'invest', '2', '3', '100ribu']",investasi mending tokopedia mudah ndak ribet ditoped 100ribu invest 100ribu
ok rekomendasi. top la bagi yg mau investasi...,5,2020,3,29,ok rekomendasi. top la bagi yg mau investasi...,"['ok', 'rekomendasi', 'top', 'la', 'yg', 'investasi']",1,"['ok', 'rekomendasi', 'top', 'la', 'yg', 'investasi']",rekomendasi investasi
di coba dulu...,3,2020,3,29,di coba dulu...,['coba'],0,['coba'],coba
i love you bareksa is the best,5,2020,3,29,i love you bareksa is the best,"['i', 'love', 'you', 'is', 'the', 'best']",1,"['i', 'love', 'you', 'is', 'the', 'best']",love best
"tampilan aplikasi semakin bagus, terdapat fitur filter, sortir, dan bandingkan yang memudahkan dalam melakukan pencarian dan pemilihan produk reksadana. kini ada mekanisme pembayaran melalui ovo yg otomatis terverifikasi sehingga pembelian menjadi lebih mudah 👍",4,2020,3,29,"tampilan aplikasi semakin bagus, terdapat fitur filter, sortir, dan bandingkan yang memudahkan dalam melakukan pencarian dan pemilihan produk reksadana. kini ada mekanisme pembayaran melalui ovo yg otomatis terverifikasi sehingga pembelian menjadi lebih mudah 👍","['tampilan', 'aplikasi', 'bagus', 'fitur', 'filter', 'sortir', 'bandingkan', 'memudahkan', 'pencarian', 'pemilihan', 'produk', 'reksadana', 'mekanisme', 'pembayaran', 'ovo', 'yg', 'otomatis', 'terverifikasi', 'pembelian', 'mudah']",1,"['tampil', 'aplikasi', 'bagus', 'fitur', 'filter', 'sortir', 'banding', 'mudah', 'cari', 'pilih', 'produk', 'reksadana', 'mekanisme', 'bayar', 'ovo', 'yg', 'otomatis', 'verifikasi', 'beli', 'mudah']",tampil aplikasi bagus fitur filter sortir banding mudah cari pilih produk reksadana mekanisme bayar otomatis verifikasi beli mudah
saya beli dan menyelesaikan pembayaran pada pagi hari jam 8 di nilai nbv 1240 kok dapetnya nbv ke esokan hari senilai 1250.. prosesnya terlalu lama dan ga transparan 👎👎👎,1,2020,3,29,saya beli dan menyelesaikan pembayaran pada pagi hari jam 8 di nilai nbv 1240 kok dapetnya nbv ke esokan hari senilai 1250.. prosesnya terlalu lama dan ga transparan 👎👎👎,"['beli', 'menyelesaikan', 'pembayaran', 'pagi', 'jam', '8', 'nilai', 'nbv', '1240', 'dapetnya', 'nbv', 'esokan', 'senilai', '1250', 'prosesnya', 'ga', 'transparan']",-1,"['beli', 'selesai', 'bayar', 'pagi', 'jam', '8', 'nilai', 'nbv', '1240', 'dapetnya', 'nbv', 'esok', 'nila', '1250', 'proses', 'ga', 'transparan']",beli selesai bayar pagi nilai 1240 dapetnya esok nila 1250 proses transparan
tamabahin fitur mode gelap biar keren,4,2020,3,29,tamabahin fitur mode gelap biar keren,"['tamabahin', 'fitur', 'mode', 'gelap', 'biar', 'keren']",1,"['tamabahin', 'fitur', 'mode', 'gelap', 'biar', 'keren']",tamabahin fitur mode gelap biar keren
cs nya oke cepat tanggap... mksh bareksa..,5,2020,3,29,cs nya oke cepat tanggap... mksh bareksa..,"['cs', 'nya', 'oke', 'cepat', 'tanggap', 'mksh']",1,"['cs', 'nya', 'oke', 'cepat', 'tanggap', 'mksh']",cepat tanggap mksh
aplikasi yg oke bgt untuk beringvestasi. terpercaya,5,2020,3,30,aplikasi yg oke bgt untuk beringvestasi. terpercaya,"['aplikasi', 'yg', 'oke', 'bgt', 'beringvestasi', 'terpercaya']",1,"['aplikasi', 'yg', 'oke', 'bgt', 'beringvestasi', 'percaya']",aplikasi beringvestasi percaya
pertama saya tahu apa itu dari bareksa.,5,2020,3,30,pertama saya tahu apa itu dari bareksa.,[],1,[],
keren untuk beli reksadana,5,2020,3,30,keren untuk beli reksadana,"['keren', 'beli', 'reksadana']",1,"['keren', 'beli', 'reksadana']",keren beli reksadana
"aplikasinya sudah sangat membantu , cuman untuk pembeliannya kalau bisa respon per unitnya segera ter update agar kita bisa tau harga yang dipakai. good job",5,2020,3,30,"aplikasinya sudah sangat membantu , cuman untuk pembeliannya kalau bisa respon per unitnya segera ter update agar kita bisa tau harga yang dipakai. good job","['aplikasinya', 'membantu', 'cuman', 'pembeliannya', 'respon', 'unitnya', 'ter', 'update', 'tau', 'harga', 'dipakai', 'good', 'job']",1,"['aplikasi', 'bantu', 'cuman', 'beli', 'respon', 'unit', 'ter', 'update', 'tau', 'harga', 'pakai', 'good', 'job']",aplikasi bantu cuman beli respon unit update harga pakai good
siiip lah,5,2020,3,30,siiip lah,['siiip'],1,['siiip'],siiip
bermanfaat sekali untuk mengamankan investasi.,5,2020,3,30,bermanfaat sekali untuk mengamankan investasi.,"['bermanfaat', 'mengamankan', 'investasi']",1,"['manfaat', 'aman', 'investasi']",manfaat aman investasi
terus berbenah untuk menjadi aplikasi unggulan di indonesia,5,2020,3,30,terus berbenah untuk menjadi aplikasi unggulan di indonesia,"['berbenah', 'aplikasi', 'unggulan', 'indonesia']",1,"['benah', 'aplikasi', 'unggul', 'indonesia']",benah aplikasi unggul indonesia
"menurut saya,perlu ada penambahan produk baru,supaya lebih komplit,seperti saham langsung.kaya aplikasi tetangga sebelah",5,2020,3,30,"menurut saya,perlu ada penambahan produk baru,supaya lebih komplit,seperti saham langsung.kaya aplikasi tetangga sebelah","['penambahan', 'produk', 'komplit', 'saham', 'langsung', 'kaya', 'aplikasi', 'tetangga', 'sebelah']",1,"['tambah', 'produk', 'komplit', 'saham', 'langsung', 'kaya', 'aplikasi', 'tetangga', 'belah']",tambah produk komplit saham langsung kaya aplikasi tetangga belah
tidak dapat login. server tidak merespon,1,2020,3,30,tidak dapat login. server tidak merespon,"['login', 'server', 'merespon']",-1,"['login', 'server', 'merespon']",login server merespon
mudah nabung reksadana,5,2020,3,30,mudah nabung reksadana,"['mudah', 'nabung', 'reksadana']",1,"['mudah', 'nabung', 'reksadana']",mudah nabung reksadana
lanjutkan,5,2020,3,30,lanjutkan,['lanjutkan'],1,['lanjut'],lanjut
gw kaya,5,2020,3,30,gw kaya,"['gw', 'kaya']",1,"['gw', 'kaya']",kaya
mantap dan cepat,5,2020,3,30,mantap dan cepat,"['mantap', 'cepat']",1,"['mantap', 'cepat']",mantap cepat
"ok, sy pengguna bareksa. bikin bareksa bisa jual beli saham donk",5,2020,3,30,"ok, sy pengguna bareksa. bikin bareksa bisa jual beli saham donk","['ok', 'sy', 'pengguna', 'bikin', 'jual', 'beli', 'saham', 'donk']",1,"['ok', 'sy', 'guna', 'bikin', 'jual', 'beli', 'saham', 'donk']",guna bikin jual beli saham donk
mudah pengaplikasiannya.,5,2020,3,30,mudah pengaplikasiannya.,"['mudah', 'pengaplikasiannya']",1,"['mudah', 'aplikasi']",mudah aplikasi
bagus simple,5,2020,3,30,bagus simple,"['bagus', 'simple']",1,"['bagus', 'simple']",bagus simple
jos,5,2020,3,30,jos,['jos'],1,['jos'],
berapa lama ini nunggu verifikasi pihak bareksa,2,2020,3,30,berapa lama ini nunggu verifikasi pihak bareksa,"['nunggu', 'verifikasi']",-1,"['nunggu', 'verifikasi']",nunggu verifikasi
"fitur-fiturnya mudah dimengerti, good👏",5,2020,3,30,"fitur-fiturnya mudah dimengerti, good👏","['fitur', 'fiturnya', 'mudah', 'dimengerti', 'good']",1,"['fitur', 'fiturnya', 'mudah', 'erti', 'good']",fitur fiturnya mudah erti good
"dananya harus tiga hari baru masuk, kalau orang yg main saham misalnya uangnya dah ada kenaikan tapi turun pas waktu mau dijual habisnya dananya harus 3 hari ada yg 7 hari malah..",4,2020,3,30,"dananya harus tiga hari baru masuk, kalau orang yg main saham misalnya uangnya dah ada kenaikan tapi turun pas waktu mau dijual habisnya dananya harus 3 hari ada yg 7 hari malah..","['dananya', 'masuk', 'orang', 'yg', 'main', 'saham', 'uangnya', 'dah', 'kenaikan', 'turun', 'pas', 'dijual', 'habisnya', 'dananya', '3', 'yg', '7']",1,"['dana', 'masuk', 'orang', 'yg', 'main', 'saham', 'uang', 'dah', 'naik', 'turun', 'pas', 'jual', 'habis', 'dana', '3', 'yg', '7']",dana masuk orang main saham uang naik turun jual habis dana
